Fecha,Departure,Arrive,Hora_Salida,Hora_LLegada,Vuelos,Tarifa,Price,Tipo
2023-02-18,BOG,CLO,5:00 A.M.,5:06 A.M.,,Tarifa: B,$288.666 COP,Con conexión
2023-02-18,BOG,CLO,4:35 A.M.,5:06 A.M.,,Tarifa: B,$288.666 COP,Con conexión
2023-02-19,BOG,CLO,8:50 P.M.,9:54 P.M.,VH5801,Tarifa: B,$221.090 COP,Directo
2023-02-19,BOG,CLO,6:00 P.M.,9:19 P.M.,,Tarifa: M,$359.856 COP,Con conexión
2023-02-19,BOG,CLO,9:59 P.M.,5:19 A.M.,,Tarifa: B,$268.166 COP,Con conexión
2023-02-19,BOG,CLO,8:43 P.M.,5:19 A.M.,,Tarifa: B,$268.166 COP,Con conexión
2023-02-19,BOG,CLO,12:28 P.M.,9:19 P.M.,,Tarifa: M,$359.856 COP,Con conexión
2023-02-19,BOG,CLO,11:06 A.M.,9:19 P.M.,,Tarifa: M,$359.856 COP,Con conexión
2023-02-19,BOG,CLO,6:00 P.M.,5:19 A.M.,,Tarifa: B,$268.166 COP,Con conexión
2023-02-19,BOG,CLO,7:04 A.M.,9:19 P.M.,,Tarifa: M,$380.356 COP,Con conexión
2023-02-19,BOG,CLO,12:28 P.M.,5:19 A.M.,,Tarifa: B,$288.666 COP,Con conexión
2023-02-19,BOG,CLO,4:06 A.M.,9:19 P.M.,,Tarifa: M,$380.356 COP,Con conexión
2023-02-19,BOG,CLO,4:01 A.M.,9:19 P.M.,,Tarifa: M,$380.356 COP,Con conexión
2023-02-19,BOG,CLO,11:06 A.M.,5:19 A.M.,,Tarifa: B,$288.666 COP,Con conexión
2023-02-19,BOG,CLO,7:04 A.M.,5:19 A.M.,,Tarifa: B,$288.666 COP,Con conexión
2023-02-19,BOG,CLO,9:59 P.M.,10:50 P.M.,,Tarifa: B,$288.666 COP,Con conexión
2023-02-20,BOG,CLO,3:14 P.M.,4:21 P.M.,VH5795,Tarifa: B,$221.090 COP,Directo
2023-02-20,BOG,CLO,6:24 P.M.,10:50 P.M.,,Tarifa: B,$268.166 COP,Con conexión
2023-02-20,BOG,CLO,10:04 P.M.,7:58 A.M.,,Tarifa: B,$268.166 COP,Con conexión
2023-02-20,BOG,CLO,12:07 P.M.,10:50 P.M.,,Tarifa: B,$268.166 COP,Con conexión
2023-02-20,BOG,CLO,9:02 P.M.,7:58 A.M.,,Tarifa: B,$268.166 COP,Con conexión
2023-02-20,BOG,CLO,10:29 A.M.,10:50 P.M.,,Tarifa: B,$268.166 COP,Con conexión
2023-02-20,BOG,CLO,6:24 P.M.,7:58 A.M.,,Tarifa: B,$268.166 COP,Con conexión
2023-02-20,BOG,CLO,7:38 A.M.,10:50 P.M.,,Tarifa: B,$288.666 COP,Con conexión
2023-02-20,BOG,CLO,6:14 A.M.,10:50 P.M.,,Tarifa: B,$288.666 COP,Con conexión
2023-02-20,BOG,CLO,5:29 A.M.,10:50 P.M.,,Tarifa: B,$288.666 COP,Con conexión
2023-02-20,BOG,CLO,12:07 P.M.,7:58 A.M.,,Tarifa: B,$288.666 COP,Con conexión
2023-02-20,BOG,CLO,10:29 A.M.,7:58 A.M.,,Tarifa: B,$288.666 COP,Con conexión
2023-02-20,BOG,CLO,10:04 P.M.,8:06 P.M.,,Tarifa: B,$288.666 COP,Con conexión
2023-02-20,BOG,CLO,9:02 P.M.,8:06 P.M.,,Tarifa: B,$288.666 COP,Con conexión
2023-02-20,BOG,CLO,7:38 A.M.,7:58 A.M.,,Tarifa: B,$288.666 COP,Con conexión
2023-02-21,BOG,CLO,7:07 A.M.,8:16 A.M.,VH5801,Tarifa: W,$138.932 COP,Directo
2023-02-21,BOG,CLO,2:59 P.M.,4:06 P.M.,VH5795,Tarifa: W,$138.932 COP,Directo
2023-02-21,BOG,CLO,4:30 P.M.,8:06 P.M.,,Tarifa: B,$268.166 COP,Con conexión
2023-02-21,BOG,CLO,4:04 A.M.,7:58 A.M.,,Tarifa: B,$268.166 COP,Con conexión
2023-02-21,BOG,CLO,1:59 P.M.,8:06 P.M.,,Tarifa: B,$268.166 COP,Con conexión
2023-02-21,BOG,CLO,1:07 P.M.,8:06 P.M.,,Tarifa: B,$268.166 COP,Con conexión
2023-02-21,BOG,CLO,12:30 P.M.,8:06 P.M.,,Tarifa: B,$268.166 COP,Con conexión
2023-02-21,BOG,CLO,9:41 P.M.,5:50 A.M.,,Tarifa: B,$268.166 COP,Con conexión
2023-02-21,BOG,CLO,11:19 A.M.,8:06 P.M.,,Tarifa: B,$268.166 COP,Con conexión
2023-02-21,BOG,CLO,9:34 A.M.,8:06 P.M.,,Tarifa: B,$268.166 COP,Con conexión
2023-02-21,BOG,CLO,9:11 A.M.,8:06 P.M.,,Tarifa: B,$268.166 COP,Con conexión
2023-02-21,BOG,CLO,4:30 P.M.,5:50 A.M.,,Tarifa: B,$268.166 COP,Con conexión
2023-02-21,BOG,CLO,6:00 A.M.,8:06 P.M.,,Tarifa: B,$268.166 COP,Con conexión
2023-02-21,BOG,CLO,9:41 P.M.,1:05 P.M.,,Tarifa: B,$288.666 COP,Con conexión
2023-02-21,BOG,CLO,1:59 P.M.,5:50 A.M.,,Tarifa: B,$288.666 COP,Con conexión
2023-02-21,BOG,CLO,4:04 A.M.,8:06 P.M.,,Tarifa: B,$288.666 COP,Con conexión
2023-02-21,BOG,CLO,1:07 P.M.,5:50 A.M.,,Tarifa: B,$288.666 COP,Con conexión
2023-02-21,BOG,CLO,12:30 P.M.,5:50 A.M.,,Tarifa: B,$288.666 COP,Con conexión
