Fecha,Departure,Arrive,Hora_Salida,Hora_LLegada,Price,Tipo,CaptureDate
2023-06-05,BOG,CLO,5:15 a. m.,6:22 a. m.,"169.980,00",Directo,2023-04-17
2023-06-05,BOG,CLO,7:42 a. m.,8:49 a. m.,"169.980,00",Directo,2023-04-17
2023-06-05,BOG,CLO,8:40 a. m.,9:47 a. m.,"169.980,00",Directo,2023-04-17
2023-06-05,BOG,CLO,9:23 a. m.,10:27 a. m.,"169.980,00",Directo,2023-04-17
2023-06-05,BOG,CLO,10:45 a. m.,11:49 a. m.,"169.980,00",Directo,2023-04-17
2023-06-05,BOG,CLO,11:25 a. m.,12:29 p. m.,"169.980,00",Directo,2023-04-17
2023-06-05,BOG,CLO,3:12 p. m.,4:16 p. m.,"169.980,00",Directo,2023-04-17
2023-06-05,BOG,CLO,4:03 p. m.,5:07 p. m.,"169.980,00",Directo,2023-04-17
2023-06-05,BOG,CLO,6:24 p. m.,7:28 p. m.,"169.980,00",Directo,2023-04-17
2023-06-05,BOG,CLO,7:20 p. m.,8:24 p. m.,"169.980,00",Directo,2023-04-17
2023-06-05,BOG,CLO,8:45 p. m.,9:49 p. m.,"169.980,00",Directo,2023-04-17
2023-06-05,BOG,CLO,9:30 p. m.,10:34 p. m.,"169.980,00",Directo,2023-04-17
2023-06-05,BOG,CLO,8:59 a. m.,2:43 p. m.,"277.320,00",1 parada,2023-04-17
2023-06-05,BOG,CLO,9:40 a. m.,2:44 p. m.,"463.670,00",1 parada,2023-04-17
2023-06-05,BOG,CLO,10:36 a. m.,2:43 p. m.,"277.320,00",1 parada,2023-04-17
2023-06-05,BOG,CLO,11:00 a. m.,2:43 p. m.,"277.320,00",1 parada,2023-04-17
2023-06-05,BOG,CLO,3:15 p. m.,7:57 p. m.,"277.320,00",1 parada,2023-04-17
2023-06-05,BOG,CLO,5:24 p. m.,7:57 p. m.,"277.320,00",1 parada,2023-04-17
2023-06-05,BOG,CLO,9:04 a. m.,7:57 p. m.,"409.050,00",2 paradas,2023-04-17
2023-06-05,BOG,CLO,11:59 a. m.,7:57 p. m.,"395.720,00",2 paradas,2023-04-17
2023-06-07,BOG,CLO,5:00 a. m.,6:07 a. m.,"169.980,00",Directo,2023-04-17
2023-06-07,BOG,CLO,6:00 a. m.,7:07 a. m.,"169.980,00",Directo,2023-04-17
2023-06-07,BOG,CLO,6:38 a. m.,7:45 a. m.,"169.980,00",Directo,2023-04-17
2023-06-07,BOG,CLO,7:14 a. m.,8:21 a. m.,"169.980,00",Directo,2023-04-17
2023-06-07,BOG,CLO,11:45 a. m.,12:49 p. m.,"169.980,00",Directo,2023-04-17
2023-06-07,BOG,CLO,1:31 p. m.,2:35 p. m.,"169.980,00",Directo,2023-04-17
2023-06-07,BOG,CLO,2:33 p. m.,3:37 p. m.,"169.980,00",Directo,2023-04-17
2023-06-07,BOG,CLO,3:15 p. m.,4:19 p. m.,"169.980,00",Directo,2023-04-17
2023-06-07,BOG,CLO,5:27 p. m.,6:31 p. m.,"169.980,00",Directo,2023-04-17
2023-06-07,BOG,CLO,7:14 p. m.,8:18 p. m.,"169.980,00",Directo,2023-04-17
2023-06-07,BOG,CLO,9:05 p. m.,10:09 p. m.,"169.980,00",Directo,2023-04-17
2023-06-07,BOG,CLO,9:48 p. m.,10:52 p. m.,"169.980,00",Directo,2023-04-17
2023-06-07,BOG,CLO,10:54 p. m.,11:58 p. m.,"169.980,00",Directo,2023-04-17
2023-06-07,BOG,CLO,5:05 a. m.,9:36 a. m.,"277.320,00",1 parada,2023-04-17
2023-06-07,BOG,CLO,5:25 a. m.,9:36 a. m.,"277.320,00",1 parada,2023-04-17
2023-06-07,BOG,CLO,6:00 a. m.,9:36 a. m.,"277.320,00",1 parada,2023-04-17
2023-06-07,BOG,CLO,7:00 a. m.,9:36 a. m.,"277.320,00",1 parada,2023-04-17
2023-06-07,BOG,CLO,7:00 a. m.,1:41 p. m.,"277.320,00",1 parada,2023-04-17
2023-06-07,BOG,CLO,8:28 a. m.,1:41 p. m.,"277.320,00",1 parada,2023-04-17
2023-06-07,BOG,CLO,8:59 a. m.,1:41 p. m.,"277.320,00",1 parada,2023-04-17
2023-06-07,BOG,CLO,9:59 a. m.,1:41 p. m.,"277.320,00",1 parada,2023-04-17
2023-06-07,BOG,CLO,12:59 p. m.,6:55 p. m.,"277.320,00",1 parada,2023-04-17
2023-06-07,BOG,CLO,2:35 p. m.,6:55 p. m.,"277.320,00",1 parada,2023-04-17
2023-06-07,BOG,CLO,2:35 p. m.,9:12 p. m.,"277.320,00",1 parada,2023-04-17
2023-06-07,BOG,CLO,3:10 p. m.,6:55 p. m.,"277.320,00",1 parada,2023-04-17
2023-06-07,BOG,CLO,3:10 p. m.,9:12 p. m.,"277.320,00",1 parada,2023-04-17
2023-06-07,BOG,CLO,3:59 p. m.,6:55 p. m.,"277.320,00",1 parada,2023-04-17
2023-06-07,BOG,CLO,3:59 p. m.,9:12 p. m.,"277.320,00",1 parada,2023-04-17
2023-06-07,BOG,CLO,4:45 p. m.,9:12 p. m.,"277.320,00",1 parada,2023-04-17
2023-06-07,BOG,CLO,5:30 p. m.,9:12 p. m.,"277.320,00",1 parada,2023-04-17
2023-06-07,BOG,CLO,6:44 p. m.,9:12 p. m.,"277.320,00",1 parada,2023-04-17
2023-06-07,BOG,CLO,11:36 a. m.,6:55 p. m.,"409.050,00",2 paradas,2023-04-17
2023-06-07,BOG,CLO,11:36 a. m.,9:12 p. m.,"409.050,00",2 paradas,2023-04-17
2023-06-09,BOG,CLO,5:01 a. m.,6:08 a. m.,"253.040,00",Directo,2023-04-17
2023-06-09,BOG,CLO,5:30 a. m.,6:37 a. m.,"253.040,00",Directo,2023-04-17
2023-06-09,BOG,CLO,6:00 a. m.,7:07 a. m.,"253.040,00",Directo,2023-04-17
2023-06-09,BOG,CLO,7:06 a. m.,8:13 a. m.,"253.040,00",Directo,2023-04-17
2023-06-09,BOG,CLO,8:42 a. m.,9:49 a. m.,"253.040,00",Directo,2023-04-17
2023-06-09,BOG,CLO,9:45 a. m.,10:52 a. m.,"253.040,00",Directo,2023-04-17
2023-06-09,BOG,CLO,12:51 p. m.,1:55 p. m.,"253.040,00",Directo,2023-04-17
2023-06-09,BOG,CLO,2:55 p. m.,3:59 p. m.,"253.040,00",Directo,2023-04-17
2023-06-09,BOG,CLO,4:01 p. m.,5:05 p. m.,"253.040,00",Directo,2023-04-17
2023-06-09,BOG,CLO,5:15 p. m.,6:19 p. m.,"253.040,00",Directo,2023-04-17
2023-06-09,BOG,CLO,6:50 p. m.,7:54 p. m.,"253.040,00",Directo,2023-04-17
2023-06-09,BOG,CLO,9:48 p. m.,10:52 p. m.,"253.040,00",Directo,2023-04-17
2023-06-09,BOG,CLO,11:17 p. m.,"12:21 a. m.
+1","253.040,00",Directo,2023-04-17
2023-06-09,BOG,CLO,5:03 a. m.,8:28 a. m.,"393.340,00",1 parada,2023-04-17
2023-06-09,BOG,CLO,5:03 a. m.,11:51 a. m.,"393.340,00",1 parada,2023-04-17
2023-06-09,BOG,CLO,6:17 a. m.,11:51 a. m.,"393.340,00",1 parada,2023-04-17
2023-06-09,BOG,CLO,6:45 a. m.,11:51 a. m.,"393.340,00",1 parada,2023-04-17
2023-06-09,BOG,CLO,8:03 a. m.,11:51 a. m.,"393.340,00",1 parada,2023-04-17
2023-06-09,BOG,CLO,9:15 a. m.,11:51 a. m.,"393.340,00",1 parada,2023-04-17
2023-06-09,BOG,CLO,12:00 p. m.,2:48 p. m.,"486.160,00",1 parada,2023-04-17
2023-06-09,BOG,CLO,3:00 p. m.,8:56 p. m.,"423.690,00",1 parada,2023-04-17
2023-06-09,BOG,CLO,3:30 p. m.,8:56 p. m.,"423.690,00",1 parada,2023-04-17
2023-06-09,BOG,CLO,4:15 p. m.,8:56 p. m.,"423.690,00",1 parada,2023-04-17
2023-06-09,BOG,CLO,6:10 p. m.,8:56 p. m.,"393.340,00",1 parada,2023-04-17
2023-06-09,BOG,CLO,6:10 p. m.,"12:51 a. m.
+1","393.340,00",1 parada,2023-04-17
2023-06-09,BOG,CLO,7:05 p. m.,"12:51 a. m.
+1","393.340,00",1 parada,2023-04-17
2023-06-09,BOG,CLO,7:59 p. m.,"12:51 a. m.
+1","393.340,00",1 parada,2023-04-17
2023-06-09,BOG,CLO,9:05 p. m.,"12:51 a. m.
+1","423.690,00",1 parada,2023-04-17
2023-06-09,BOG,CLO,10:18 p. m.,"12:51 a. m.
+1","423.690,00",1 parada,2023-04-17
2023-06-09,BOG,CLO,8:15 a. m.,8:56 p. m.,"1.158.510,00",2 paradas,2023-04-17
2023-06-09,BOG,CLO,11:26 a. m.,8:56 p. m.,"1.158.510,00",2 paradas,2023-04-17
2023-06-09,BOG,CLO,4:43 p. m.,"12:51 a. m.
+1","716.430,00",2 paradas,2023-04-17
2023-06-09,BOG,CLO,6:59 p. m.,"12:51 a. m.
+1","630.270,00",2 paradas,2023-04-17
2023-06-11,BOG,CLO,5:00 a. m.,6:07 a. m.,"169.980,00",Directo,2023-04-17
2023-06-11,BOG,CLO,5:50 a. m.,6:57 a. m.,"169.980,00",Directo,2023-04-17
2023-06-11,BOG,CLO,8:45 a. m.,9:52 a. m.,"169.980,00",Directo,2023-04-17
2023-06-11,BOG,CLO,10:15 a. m.,11:19 a. m.,"169.980,00",Directo,2023-04-17
2023-06-11,BOG,CLO,3:19 p. m.,4:23 p. m.,"169.980,00",Directo,2023-04-17
2023-06-11,BOG,CLO,4:59 p. m.,6:03 p. m.,"169.980,00",Directo,2023-04-17
2023-06-11,BOG,CLO,8:45 p. m.,9:49 p. m.,"169.980,00",Directo,2023-04-17
2023-06-11,BOG,CLO,9:30 p. m.,10:34 p. m.,"169.980,00",Directo,2023-04-17
2023-06-11,BOG,CLO,6:00 a. m.,12:33 p. m.,"336.100,00",1 parada,2023-04-17
2023-06-11,BOG,CLO,8:30 a. m.,12:33 p. m.,"336.100,00",1 parada,2023-04-17
2023-06-11,BOG,CLO,9:18 a. m.,12:33 p. m.,"336.100,00",1 parada,2023-04-17
2023-06-11,BOG,CLO,9:45 a. m.,12:33 p. m.,"336.100,00",1 parada,2023-04-17
2023-06-11,BOG,CLO,12:59 p. m.,7:33 p. m.,"336.100,00",1 parada,2023-04-17
2023-06-11,BOG,CLO,2:35 p. m.,7:33 p. m.,"336.100,00",1 parada,2023-04-17
2023-06-11,BOG,CLO,5:00 p. m.,7:33 p. m.,"336.100,00",1 parada,2023-04-17
2023-06-11,BOG,CLO,9:50 a. m.,7:33 p. m.,"395.720,00",2 paradas,2023-04-17
2023-06-11,BOG,CLO,1:59 p. m.,7:33 p. m.,"395.720,00",2 paradas,2023-04-17
2023-06-11,BOG,CLO,8:29 p. m.,"5:10 a. m.
+1","434.550,00",2 paradas,2023-04-17
2023-06-13,BOG,CLO,5:00 a. m.,6:07 a. m.,"169.980,00",Directo,2023-04-17
2023-06-13,BOG,CLO,6:15 a. m.,7:22 a. m.,"169.980,00",Directo,2023-04-17
2023-06-13,BOG,CLO,7:14 a. m.,8:21 a. m.,"194.490,00",Directo,2023-04-17
2023-06-13,BOG,CLO,9:30 a. m.,10:37 a. m.,"194.490,00",Directo,2023-04-17
2023-06-13,BOG,CLO,10:20 a. m.,11:24 a. m.,"169.980,00",Directo,2023-04-17
2023-06-13,BOG,CLO,10:45 a. m.,11:52 a. m.,"169.980,00",Directo,2023-04-17
2023-06-13,BOG,CLO,3:24 p. m.,4:28 p. m.,"169.980,00",Directo,2023-04-17
2023-06-13,BOG,CLO,5:26 p. m.,6:30 p. m.,"194.490,00",Directo,2023-04-17
2023-06-13,BOG,CLO,6:00 p. m.,7:04 p. m.,"169.980,00",Directo,2023-04-17
2023-06-13,BOG,CLO,7:08 p. m.,8:12 p. m.,"169.980,00",Directo,2023-04-17
2023-06-13,BOG,CLO,7:45 p. m.,8:49 p. m.,"169.980,00",Directo,2023-04-17
2023-06-13,BOG,CLO,9:07 p. m.,10:11 p. m.,"169.980,00",Directo,2023-04-17
2023-06-13,BOG,CLO,10:59 p. m.,"12:03 a. m.
+1","169.980,00",Directo,2023-04-17
2023-06-13,BOG,CLO,5:10 a. m.,9:15 a. m.,"330.270,00",1 parada,2023-04-17
2023-06-13,BOG,CLO,6:02 a. m.,9:15 a. m.,"330.270,00",1 parada,2023-04-17
2023-06-13,BOG,CLO,6:30 a. m.,9:15 a. m.,"330.270,00",1 parada,2023-04-17
2023-06-13,BOG,CLO,8:32 a. m.,3:20 p. m.,"330.270,00",1 parada,2023-04-17
2023-06-13,BOG,CLO,9:47 a. m.,3:20 p. m.,"330.270,00",1 parada,2023-04-17
2023-06-13,BOG,CLO,11:30 a. m.,3:20 p. m.,"330.270,00",1 parada,2023-04-17
2023-06-13,BOG,CLO,11:30 a. m.,5:50 p. m.,"330.270,00",1 parada,2023-04-17
2023-06-13,BOG,CLO,12:47 p. m.,3:20 p. m.,"330.270,00",1 parada,2023-04-17
2023-06-13,BOG,CLO,12:47 p. m.,5:50 p. m.,"330.270,00",1 parada,2023-04-17
2023-06-13,BOG,CLO,1:24 p. m.,5:50 p. m.,"330.270,00",1 parada,2023-04-17
2023-06-13,BOG,CLO,1:44 p. m.,5:50 p. m.,"330.270,00",1 parada,2023-04-17
2023-06-13,BOG,CLO,2:14 p. m.,5:50 p. m.,"330.270,00",1 parada,2023-04-17
2023-06-13,BOG,CLO,3:15 p. m.,5:50 p. m.,"330.270,00",1 parada,2023-04-17
2023-06-13,BOG,CLO,4:29 p. m.,11:28 p. m.,"277.320,00",1 parada,2023-04-17
2023-06-13,BOG,CLO,6:44 p. m.,11:28 p. m.,"277.320,00",1 parada,2023-04-17
2023-06-13,BOG,CLO,7:50 p. m.,11:28 p. m.,"277.320,00",1 parada,2023-04-17
2023-06-13,BOG,CLO,9:00 p. m.,11:28 p. m.,"277.320,00",1 parada,2023-04-17
2023-06-13,BOG,CLO,9:45 a. m.,3:20 p. m.,"716.430,00",2 paradas,2023-04-17
2023-06-13,BOG,CLO,10:30 a. m.,5:50 p. m.,"417.260,00",2 paradas,2023-04-17
2023-06-13,BOG,CLO,3:15 p. m.,11:28 p. m.,"395.720,00",2 paradas,2023-04-17
2023-06-15,BOG,CLO,5:00 a. m.,6:07 a. m.,"169.980,00",Directo,2023-04-17
2023-06-15,BOG,CLO,6:20 a. m.,7:27 a. m.,"169.980,00",Directo,2023-04-17
2023-06-15,BOG,CLO,8:30 a. m.,9:37 a. m.,"194.490,00",Directo,2023-04-17
2023-06-15,BOG,CLO,10:17 a. m.,11:21 a. m.,"194.490,00",Directo,2023-04-17
2023-06-15,BOG,CLO,11:14 a. m.,12:18 p. m.,"194.490,00",Directo,2023-04-17
2023-06-15,BOG,CLO,5:14 p. m.,6:18 p. m.,"253.040,00",Directo,2023-04-17
2023-06-15,BOG,CLO,5:41 p. m.,6:45 p. m.,"253.040,00",Directo,2023-04-17
2023-06-15,BOG,CLO,6:45 p. m.,7:49 p. m.,"253.040,00",Directo,2023-04-17
2023-06-15,BOG,CLO,9:14 p. m.,10:18 p. m.,"194.490,00",Directo,2023-04-17
2023-06-15,BOG,CLO,10:04 p. m.,11:08 p. m.,"194.490,00",Directo,2023-04-17
2023-06-15,BOG,CLO,5:00 a. m.,8:55 a. m.,"277.320,00",1 parada,2023-04-17
2023-06-15,BOG,CLO,5:30 a. m.,8:55 a. m.,"277.320,00",1 parada,2023-04-17
2023-06-15,BOG,CLO,6:03 a. m.,8:55 a. m.,"277.320,00",1 parada,2023-04-17
2023-06-15,BOG,CLO,6:03 a. m.,12:37 p. m.,"277.320,00",1 parada,2023-04-17
2023-06-15,BOG,CLO,8:00 a. m.,12:37 p. m.,"277.320,00",1 parada,2023-04-17
2023-06-15,BOG,CLO,8:39 a. m.,12:37 p. m.,"277.320,00",1 parada,2023-04-17
2023-06-15,BOG,CLO,9:35 a. m.,12:37 p. m.,"277.320,00",1 parada,2023-04-17
2023-06-15,BOG,CLO,10:14 a. m.,12:37 p. m.,"277.320,00",1 parada,2023-04-17
2023-06-15,BOG,CLO,10:14 a. m.,4:49 p. m.,"277.320,00",1 parada,2023-04-17
2023-06-15,BOG,CLO,10:29 a. m.,3:34 p. m.,"463.670,00",1 parada,2023-04-17
2023-06-15,BOG,CLO,1:30 p. m.,4:49 p. m.,"277.320,00",1 parada,2023-04-17
2023-06-15,BOG,CLO,2:36 p. m.,9:22 p. m.,"330.270,00",1 parada,2023-04-17
2023-06-15,BOG,CLO,4:59 p. m.,9:22 p. m.,"330.270,00",1 parada,2023-04-17
2023-06-15,BOG,CLO,6:14 p. m.,9:22 p. m.,"330.270,00",1 parada,2023-04-17
2023-06-15,BOG,CLO,10:30 a. m.,4:49 p. m.,"499.610,00",2 paradas,2023-04-17
2023-04-18,CLO,BOG,4:16 a. m.,5:15 a. m.,"253.040,00",Directo,2023-04-17
2023-04-18,CLO,BOG,5:17 a. m.,6:16 a. m.,"260.890,00",Directo,2023-04-17
2023-04-18,CLO,BOG,6:39 a. m.,7:38 a. m.,"279.820,00",Directo,2023-04-17
2023-04-18,CLO,BOG,7:15 a. m.,8:14 a. m.,"293.260,00",Directo,2023-04-17
2023-04-18,CLO,BOG,7:48 a. m.,8:47 a. m.,"269.110,00",Directo,2023-04-17
2023-04-18,CLO,BOG,8:30 a. m.,9:29 a. m.,"253.040,00",Directo,2023-04-17
2023-04-18,CLO,BOG,9:53 a. m.,10:52 a. m.,"253.040,00",Directo,2023-04-17
2023-04-18,CLO,BOG,11:26 a. m.,12:26 p. m.,"253.040,00",Directo,2023-04-17
2023-04-18,CLO,BOG,11:58 a. m.,12:58 p. m.,"253.040,00",Directo,2023-04-17
2023-04-18,CLO,BOG,4:15 p. m.,5:15 p. m.,"293.260,00",Directo,2023-04-17
2023-04-18,CLO,BOG,5:02 p. m.,6:02 p. m.,"466.050,00",Directo,2023-04-17
2023-04-18,CLO,BOG,7:02 p. m.,8:02 p. m.,"293.260,00",Directo,2023-04-17
2023-04-18,CLO,BOG,9:32 p. m.,10:32 p. m.,"269.110,00",Directo,2023-04-17
2023-04-18,CLO,BOG,10:29 p. m.,11:29 p. m.,"253.040,00",Directo,2023-04-17
2023-04-18,CLO,BOG,8:53 a. m.,12:14 p. m.,"725.470,00",1 parada,2023-04-17
2023-04-18,CLO,BOG,8:53 a. m.,2:51 p. m.,"986.910,00",1 parada,2023-04-17
2023-04-18,CLO,BOG,3:52 p. m.,7:29 p. m.,"986.910,00",1 parada,2023-04-17
2023-04-18,CLO,BOG,7:36 p. m.,11:04 p. m.,"277.320,00",1 parada,2023-04-17
2023-04-18,CLO,BOG,7:36 p. m.,11:59 p. m.,"277.320,00",1 parada,2023-04-17
2023-04-18,CLO,BOG,10:43 p. m.,"5:00 a. m.
+1","297.820,00",1 parada,2023-04-17
2023-04-18,CLO,BOG,10:43 p. m.,"5:29 a. m.
+1","297.820,00",1 parada,2023-04-17
2023-04-18,CLO,BOG,3:52 p. m.,9:19 p. m.,"551.140,00",2 paradas,2023-04-17
2023-04-18,CLO,BOG,3:52 p. m.,11:00 p. m.,"1.220.030,00",2 paradas,2023-04-17
2023-04-18,CLO,BOG,3:52 p. m.,11:05 p. m.,"551.140,00",2 paradas,2023-04-17
2023-04-20,CLO,BOG,4:30 a. m.,5:29 a. m.,"253.040,00",Directo,2023-04-17
2023-04-20,CLO,BOG,5:20 a. m.,6:19 a. m.,"253.040,00",Directo,2023-04-17
2023-04-20,CLO,BOG,6:37 a. m.,7:36 a. m.,"253.040,00",Directo,2023-04-17
2023-04-20,CLO,BOG,7:20 a. m.,8:19 a. m.,"279.820,00",Directo,2023-04-17
2023-04-20,CLO,BOG,8:30 a. m.,9:29 a. m.,"269.110,00",Directo,2023-04-17
2023-04-20,CLO,BOG,10:14 a. m.,11:14 a. m.,"317.060,00",Directo,2023-04-17
2023-04-20,CLO,BOG,4:16 p. m.,5:16 p. m.,"345.860,00",Directo,2023-04-17
2023-04-20,CLO,BOG,5:29 p. m.,6:29 p. m.,"776.880,00",Directo,2023-04-17
2023-04-20,CLO,BOG,7:02 p. m.,8:02 p. m.,"383.700,00",Directo*,2023-04-17
2023-04-20,CLO,BOG,7:25 p. m.,8:25 p. m.,"253.040,00",Directo,2023-04-17
2023-04-20,CLO,BOG,8:25 p. m.,9:25 p. m.,"253.040,00",Directo,2023-04-17
2023-04-20,CLO,BOG,9:39 p. m.,10:39 p. m.,"253.040,00",Directo,2023-04-17
2023-04-20,CLO,BOG,6:07 a. m.,8:59 a. m.,"423.690,00",1 parada,2023-04-17
2023-04-20,CLO,BOG,6:07 a. m.,10:29 a. m.,"423.690,00",1 parada,2023-04-17
2023-04-20,CLO,BOG,6:07 a. m.,11:49 a. m.,"520.550,00",1 parada,2023-04-17
2023-04-20,CLO,BOG,9:27 a. m.,11:49 a. m.,"468.430,00",1 parada,2023-04-17
2023-04-20,CLO,BOG,9:27 a. m.,2:44 p. m.,"725.470,00",1 parada,2023-04-17
2023-04-20,CLO,BOG,1:15 p. m.,5:00 p. m.,"818.890,00",1 parada,2023-04-17
2023-04-20,CLO,BOG,1:15 p. m.,7:34 p. m.,"986.910,00",1 parada,2023-04-17
2023-04-20,CLO,BOG,5:21 p. m.,7:34 p. m.,"986.910,00",1 parada,2023-04-17
2023-04-20,CLO,BOG,5:21 p. m.,9:30 p. m.,"986.910,00",1 parada,2023-04-17
2023-04-20,CLO,BOG,5:21 p. m.,10:00 p. m.,"986.910,00",1 parada,2023-04-17
2023-04-20,CLO,BOG,5:21 p. m.,10:26 p. m.,"986.910,00",1 parada,2023-04-17
2023-04-20,CLO,BOG,5:21 p. m.,11:23 p. m.,"652.520,00",1 parada,2023-04-17
2023-04-20,CLO,BOG,5:21 p. m.,11:59 p. m.,"585.170,00",1 parada,2023-04-17
2023-04-20,CLO,BOG,6:07 a. m.,12:54 p. m.,"1.220.030,00",2 paradas,2023-04-17
2023-04-20,CLO,BOG,5:21 p. m.,11:00 p. m.,"1.573.460,00",2 paradas,2023-04-17
2023-04-22,CLO,BOG,4:16 a. m.,5:15 a. m.,"169.980,00",Directo,2023-04-17
2023-04-22,CLO,BOG,5:16 a. m.,6:15 a. m.,"169.980,00",Directo,2023-04-17
2023-04-22,CLO,BOG,6:39 a. m.,7:38 a. m.,"169.980,00",Directo,2023-04-17
2023-04-22,CLO,BOG,7:30 a. m.,8:29 a. m.,"169.980,00",Directo,2023-04-17
2023-04-22,CLO,BOG,8:22 a. m.,9:21 a. m.,"169.980,00",Directo,2023-04-17
2023-04-22,CLO,BOG,9:13 a. m.,10:12 a. m.,"169.980,00",Directo,2023-04-17
2023-04-22,CLO,BOG,9:46 a. m.,10:45 a. m.,"169.980,00",Directo,2023-04-17
2023-04-22,CLO,BOG,1:13 p. m.,2:13 p. m.,"169.980,00",Directo,2023-04-17
2023-04-22,CLO,BOG,3:12 p. m.,4:12 p. m.,"169.980,00",Directo,2023-04-17
2023-04-22,CLO,BOG,4:29 p. m.,5:29 p. m.,"194.490,00",Directo,2023-04-17
2023-04-22,CLO,BOG,6:02 p. m.,7:02 p. m.,"169.980,00",Directo*,2023-04-17
2023-04-22,CLO,BOG,7:00 p. m.,7:59 p. m.,"169.980,00",Directo,2023-04-17
2023-04-22,CLO,BOG,10:45 p. m.,11:45 p. m.,"169.980,00",Directo,2023-04-17
2023-04-22,CLO,BOG,6:46 a. m.,9:12 a. m.,"277.320,00",1 parada,2023-04-17
2023-04-22,CLO,BOG,6:46 a. m.,9:54 a. m.,"468.430,00",1 parada,2023-04-17
2023-04-22,CLO,BOG,6:46 a. m.,12:57 p. m.,"423.690,00",1 parada,2023-04-17
2023-04-22,CLO,BOG,9:49 a. m.,12:57 p. m.,"725.470,00",1 parada,2023-04-17
2023-04-22,CLO,BOG,9:49 a. m.,2:46 p. m.,"725.470,00",1 parada,2023-04-17
2023-04-22,CLO,BOG,9:49 a. m.,3:49 p. m.,"423.690,00",1 parada,2023-04-17
2023-04-22,CLO,BOG,5:19 p. m.,10:00 p. m.,"277.320,00",1 parada,2023-04-17
2023-04-22,CLO,BOG,5:19 p. m.,11:29 p. m.,"277.320,00",1 parada,2023-04-17
2023-04-22,CLO,BOG,8:25 p. m.,11:29 p. m.,"277.320,00",1 parada,2023-04-17
2023-04-22,CLO,BOG,6:46 a. m.,3:56 p. m.,"504.840,00",2 paradas,2023-04-17
2023-04-22,CLO,BOG,6:46 a. m.,5:17 p. m.,"504.840,00",2 paradas,2023-04-17
2023-04-22,CLO,BOG,9:49 a. m.,3:56 p. m.,"1.158.510,00",2 paradas,2023-04-17
2023-04-22,CLO,BOG,9:49 a. m.,5:17 p. m.,"1.158.510,00",2 paradas,2023-04-17
2023-04-24,CLO,BOG,5:26 a. m.,6:25 a. m.,"194.490,00",Directo,2023-04-17
2023-04-24,CLO,BOG,6:21 a. m.,7:20 a. m.,"194.490,00",Directo,2023-04-17
2023-04-24,CLO,BOG,6:54 a. m.,7:53 a. m.,"194.490,00",Directo,2023-04-17
2023-04-24,CLO,BOG,7:30 a. m.,8:29 a. m.,"194.490,00",Directo,2023-04-17
2023-04-24,CLO,BOG,9:45 a. m.,10:44 a. m.,"253.040,00",Directo,2023-04-17
2023-04-24,CLO,BOG,10:59 a. m.,11:59 a. m.,"194.490,00",Directo,2023-04-17
2023-04-24,CLO,BOG,1:06 p. m.,2:06 p. m.,"194.490,00",Directo,2023-04-17
2023-04-24,CLO,BOG,3:45 p. m.,4:45 p. m.,"169.980,00",Directo,2023-04-17
2023-04-24,CLO,BOG,4:16 p. m.,5:16 p. m.,"169.980,00",Directo,2023-04-17
2023-04-24,CLO,BOG,4:59 p. m.,5:59 p. m.,"169.980,00",Directo,2023-04-17
2023-04-24,CLO,BOG,8:30 p. m.,9:30 p. m.,"194.490,00",Directo,2023-04-17
2023-04-24,CLO,BOG,9:02 p. m.,10:02 p. m.,"169.980,00",Directo,2023-04-17
2023-04-24,CLO,BOG,9:55 p. m.,10:55 p. m.,"169.980,00",Directo*,2023-04-17
2023-04-24,CLO,BOG,4:24 a. m.,7:31 a. m.,"277.320,00",1 parada,2023-04-17
2023-04-24,CLO,BOG,4:24 a. m.,8:00 a. m.,"277.320,00",1 parada,2023-04-17
2023-04-24,CLO,BOG,4:24 a. m.,8:29 a. m.,"277.320,00",1 parada,2023-04-17
2023-04-24,CLO,BOG,4:24 a. m.,9:27 a. m.,"277.320,00",1 parada,2023-04-17
2023-04-24,CLO,BOG,4:24 a. m.,10:03 a. m.,"277.320,00",1 parada,2023-04-17
2023-04-24,CLO,BOG,5:42 a. m.,8:00 a. m.,"277.320,00",1 parada,2023-04-17
2023-04-24,CLO,BOG,5:42 a. m.,8:29 a. m.,"277.320,00",1 parada,2023-04-17
2023-04-24,CLO,BOG,5:42 a. m.,9:27 a. m.,"277.320,00",1 parada,2023-04-17
2023-04-24,CLO,BOG,5:42 a. m.,10:03 a. m.,"277.320,00",1 parada,2023-04-17
2023-04-24,CLO,BOG,5:42 a. m.,11:29 a. m.,"277.320,00",1 parada,2023-04-17
2023-04-24,CLO,BOG,8:29 p. m.,10:56 p. m.,"277.320,00",1 parada,2023-04-17
2023-04-24,CLO,BOG,8:29 p. m.,11:44 p. m.,"277.320,00",1 parada,2023-04-17
2023-04-24,CLO,BOG,10:19 p. m.,"5:00 a. m.
+1","297.820,00",1 parada,2023-04-17
2023-04-24,CLO,BOG,4:24 a. m.,9:39 a. m.,"417.260,00",2 paradas,2023-04-17
2023-04-26,CLO,BOG,4:16 a. m.,5:15 a. m.,"169.980,00",Directo,2023-04-17
2023-04-26,CLO,BOG,5:16 a. m.,6:15 a. m.,"169.980,00",Directo,2023-04-17
2023-04-26,CLO,BOG,6:31 a. m.,7:30 a. m.,"169.980,00",Directo,2023-04-17
